,0
738,550.92858
739,3517.96947
740,1082.01691
741,5640.14877
742,2731.21612
743,29334.97814
744,256.7773
745,443.45922
746,849.49315
747,52.35117
748,1273.58074
749,41685.96619
750,16182.38574
751,2664.1318
752,455.723
753,95.79346
754,9601.21137
755,3960.17107
756,4277.58027
757,2702.56437
758,7626.23444
759,152.73556
760,13270.88877
761,609.87408
762,1253.37111
763,181.44259
764,457.30112
765,1144.70329
766,2866.4731
767,15380.74551
768,32973.36
769,221.4704
770,593.34831
771,1501.25279
772,815.50932
773,1927.16767
774,20666.59808
775,2785.33009
776,1101.3653
777,565.85213
778,235.48966
779,2021.06101
780,7991.38811
781,140.69617
782,3858.83368
783,1784.46681
784,330.76665
785,26675.0365
786,808.56926
787,6860.4761
788,3975.39034
789,370.13393
790,304.03929
791,891.75465
792,6484.34042
793,1840.12379
794,11278.79708
795,3196.65943
796,23022.7578
797,405.35099
798,1770.43706
799,1525.00047
800,3611.95125
801,237.61354
802,1656.77144
803,803.79564
804,2332.1161
805,14122.99035
806,2716.36182
807,839.98879
808,3011.88375
809,3642.22521
810,1131.16615
811,12388.97056
812,1560.18647
813,798.11333
814,17700.41528
815,10745.9721
816,2578.78762
817,924.23397
818,469.35005
819,20938.18651
820,39181.53754
821,1178.35575
822,805.39063
823,7403.61207
824,26731.00607
825,1984.70351
826,639.24719
827,3016.65942
828,10746.72723
829,409.08701
830,47482.25268
831,16205.10864
832,9324.06318
833,17139.75057
834,1410.18089
835,29976.82688
836,938.28262
837,1012.10909
838,12370.1589
839,5431.61632
840,3873.95697
841,10100.9806
842,6632.89248
843,956.12153
844,140758.67503
845,9448.80409
846,382.5499
847,3064.50316
848,2234.90168
849,3061.73862
850,6670.81191
851,1484.01964
852,10811.32202
853,4624.38098
854,1237.3745
855,12955.6066
856,559.25927
857,2890.31468
858,3703.16445
859,9334.83405
860,3715.23546
861,504.99866
862,6276.41786
863,1053.54966
864,8781.40842
865,4411.19286
866,1705.90863
867,11428.25864
868,66784.92168
869,2385.06149
870,4030.64966
871,898.12042
872,9531.59441
873,776.51412
874,842.05538
875,2262.74677
876,763.87921
877,7045.1831
878,15952.64493
879,8915.59335
880,9447.24806
881,10684.71192
882,3831.96863
883,412.24144
884,846.06167
885,10891.37401
886,790.47118
887,11272.2109
888,121.23791
889,2370.19063
890,2016.45731
891,867.91469
892,652.77971
893,11508.10154
894,4353.24409
895,715.17656
896,924.8603
897,3884.27252
898,702.18187
899,1388.37898
900,13066.49066
901,1690.59656
902,921.8574
903,13126.69757
904,292.70792
905,3639.59881
906,8183.94449
907,148.17533
908,2045.78242
909,373.79522
910,124.37204
911,15089.94207
912,1742.5555
913,5479.75557
914,50764.73398
915,7551.82222
916,12917.7106
917,17850.77225
918,7444.14335
919,8948.02424
920,6950.67065
921,19013.65498
922,5565.67662
923,1853.754
924,6203.49099
925,795.15126
926,359.19322
927,514.128
928,562.54017
929,988.12257
930,20219.58812
931,948.54968
932,1191.4787
933,1083.72721
934,41416.79923
935,11630.80922
936,464.03234
937,2061.49724
938,13473.43882
939,805.15545
940,3681.33811
941,3782.15219
942,256.91661
943,3561.51704
944,13063.6934
945,37091.50245
946,15437.88017
947,6322.40539
948,3480.30762
949,2808.24856
950,393.00668
951,4587.63553
952,211.16441
953,21787.63574
954,589.69993
955,9000.54759
956,1323.70401
957,538.9066
958,1001.38988
959,2099.49202
960,755.62595
961,410.5947
962,3117.38804
963,160.29353
964,701.85313
965,2908.67081
966,8647.16357
967,9191.08929
968,4739.63623
969,2768.62008
970,593.11578
971,2758.75067
972,7195.30926
973,15534.04849
974,1540.54886
975,855.09003
976,5692.267
977,760.81529
978,11402.72743
979,1692.14998
980,186.47765
981,407.57524
982,679.69752
983,871.75299
984,3978.72645
985,760.22493
986,9636.22087
987,1986.80965
988,23201.86318
989,539.75072
990,655.43339
991,501.90868
992,3435.07416
993,192.15981
994,42668.54952
995,7864.83699
996,3549.95716
997,556.08328
998,504.42373
999,1212.6906
1000,1086.85218
1001,140758.67503
1002,7781.36563
1003,8611.65707
1004,958.04245
1005,1550.6579
1006,8559.85225
1007,1664.91168
1008,298.31965
1009,21102.16391
1010,24041.04337
1011,773.39526
1012,72142.70859
1013,4562.32401
1014,557.25831
1015,2522.79899
1016,1408.97604
1017,4024.77469
1018,210.14765
1019,9668.91072
1020,58087.40229
1021,2501.78706
1022,1197.6122
1023,21668.54423
1024,1444.56983
1025,531.89456
1026,25544.03526
1027,11812.2692
1028,220.42835
1029,1817.95445
1030,932.76521
1031,906.67289
1032,9782.14129
1033,5219.26569
1034,1522.21433
1035,472.82222
1036,11384.75079
1037,1277.87176
1038,354.0856
1039,10869.79877
1040,14961.04895
1041,597.09235
1042,339.57169
1043,889.21845
1044,386.08467
1045,1807.6463
1046,3713.67143
1047,800.45075
1048,25480.47745
1049,698.32955
1050,399.03921
1051,9103.52691
1052,1013.17924
1053,11997.89068
1054,5558.68101
1055,7142.98813
1056,1505.9504
1057,1102.0439
1058,910.85559
1059,531.15573
1060,4111.48896
1061,7341.00967
1062,860.24904
1063,160.57299
1064,226.67402
1065,178.76486
1066,473.41389
1067,691.81033
1068,615.28095
1069,602.93147
1070,174.20323
1071,16761.93786
1072,412.90983
1073,189.12654
1074,2050.05912
1075,5061.79388
1076,353.92197
1077,4089.21978
1078,14783.84522
1079,13614.36658
1080,12696.5677
1081,1364.25653
1082,790.105
1083,2159.81182
1084,18967.32461
1085,2854.51645
1086,523.32066
1087,8647.39144
1088,2527.13488
1089,1391.50596
1090,10994.24351
1091,6008.47815
1092,28380.9709
1093,267.4454
1094,690.81599
1095,2740.88772
1096,11992.7674
1097,9678.68774
1098,801.91936
1099,388.02806
1100,1102.14131
1101,456.72081
1102,4485.35496
1103,602.54334
1104,1635.36232
1105,2326.45645
1106,2876.33941
1107,19929.31443
1108,2527.68571
1109,4032.00409
1110,769.50238
1111,18913.79589
1112,8182.13409
1113,1782.90889
1114,124.96782
1115,10685.13426
1116,3570.26947
1117,4000.45979
1118,1621.59212
1119,1641.65076
1120,751.41401
1121,18913.79589
1122,407.64663
1123,7414.58196
1124,1357.39177
1125,1714.43712
1126,315.00035
1127,918.70385
1128,1186.83518
1129,695.61828
1130,6368.64598
1131,907.68088
1132,1568.73895
1133,11591.84906
1134,3232.26841
1135,279.89339
1136,22836.2577
1137,9141.75398
1138,1118.93536
1139,6943.43209
1140,852.90062
1141,998.33743
1142,2589.50118
1143,2918.59745
1144,631.20741
1145,21441.58403
1146,105426.59312
1147,1466.05684
1148,13512.78709
1149,38199.64997
1150,3134.12562
1151,7791.4579
1152,4025.73374
1153,716.87861
1154,12070.20455
1155,2509.21044
1156,1017.88011
1157,946.21758
1158,349.7442
1159,1068.77977
1160,901.63186
1161,1382.23563
1162,905.76595
1163,2323.65091
1164,333.78134
1165,3359.29188
1166,10976.04312
1167,1060.93469
1168,487.85615
1169,553.09625
1170,8666.11579
1171,118.56174
1172,7219.54023
1173,943.49592
1174,15642.0095
1175,1097.99424
1176,3025.09237
1177,1737.88101
1178,31622.11692
1179,7264.22232
1180,10399.72023
1181,2346.16068
1182,779.4658
1183,26673.36714
1184,520.73798
1185,789.19638
1186,28604.30426
1187,514.74648
1188,546.598
1189,187.26789
1190,378.76439
1191,4027.52427
1192,1189.5226
1193,862.72108
1194,64278.3822
1195,1308.18719
1196,3685.99334
1197,3854.60975
1198,664.63827
1199,700.17791
1200,178.91782
1201,460.72715
1202,4026.10946
1203,1028.23041
1204,3012.42283
1205,1024.42218
1206,27428.8517
1207,27991.53594
1208,5737.89484
1209,65430.84771
1210,1275.03304
1211,11281.84386
1212,1628.68305
1213,1277.47406
1214,204.89711
1215,1138.69948
1216,11306.06162
1217,2406.58685
1218,21299.32316
1219,18244.39134
1220,2041.74552
1221,10294.66794
1222,213.44845
1223,810.94622
1224,6214.89315
1225,41921.24183
1226,217.44201
1227,10975.28392
1228,2394.08027
1229,10566.27639
1230,24687.14322
1231,9188.83918
1232,36463.24505
1233,6943.97338
1234,1240.42897
1235,3711.32559
1236,637.92554
1237,1136.57979
1238,1960.31765
1239,710.28019
1240,900.36759
1241,1471.93422
1242,1169.57793
1243,1816.70137
1244,691.18889
1245,24672.99823
1246,12608.92226
1247,10482.68478
1248,3459.01804
1249,10739.85035
1250,689.69321
1251,734.29323
1252,3495.23278
1253,932.97006
1254,17206.61186
1255,825.00704
1256,533.01321
1257,1902.372
1258,8433.83138
1259,933.08121
1260,535.24407
1261,3154.39727
1262,6978.06067
1263,31133.36415
1264,746.47933
1265,11382.0761
1266,4832.1451
1267,5653.68974
1268,570.75309
1269,4358.7418
1270,8413.43779
1271,1150.44126
1272,2200.6223
1273,715.49308
1274,1042.33318
1275,647.72177
1276,209.2125
1277,782.61816
1278,1455.32841
1279,5864.67927
1280,693.13972
1281,1732.00346
1282,6347.72736
1283,849.57756
1284,6607.97089
1285,40402.08962
1286,441.10064
1287,1939.21849
1288,5694.52365
1289,7021.58744
1290,5332.3916
1291,5345.36683
1292,7781.89962
1293,2033.64202
1294,503.50575
1295,9301.26674
1296,1902.25712
1297,4274.40185
1298,2167.75153
1299,1127.83637
1300,366.16802
1301,3122.49041
1302,9429.32552
1303,342.12585
1304,636.15979
1305,4898.08193
1306,449.16458
1307,1089.15773
1308,982.44422
1309,1026.24875
1310,1467.44503
1311,486.02688
1312,2002.70355
1313,376.17763
1314,5311.7731
1315,260.82655
1316,5644.55037
1317,1177.54289
1318,19590.67536
1319,10830.90212
1320,7440.00061
1321,572.61323
1322,10200.85266
1323,1290.84949
1324,9520.51811
1325,1431.38111
1326,8079.85761
1327,795.49619
1328,4362.01885
1329,9850.98661
1330,2880.50164
1331,3087.61788
1332,37366.39113
1333,373.69284
1334,10917.48626
1335,1373.21326
1336,95.37171
1337,1979.87936
1338,7096.99431
1339,9784.08549
1340,38563.66511
1341,2351.98189
1342,456.28876
1343,3733.55723
1344,1027.77103
1345,12892.1496
1346,7492.74481
1347,3460.65911
1348,5461.73863
1349,1031.35162
1350,274.0316
1351,1726.77892
1352,1309.51648
1353,1209.93357
1354,1465.46138
1355,4494.19123
1356,395.77521
1357,787.64081
1358,3295.64212
1359,1360.35411
1360,939.39537
1361,2147.42852
1362,338.70576
1363,14413.48932
1364,960.05578
1365,13816.66637
1366,325.16125
1367,11760.63457
1368,3917.72788
1369,11717.81677
1370,303.03697
1371,9828.7093
1372,6258.77699
1373,1790.7357
1374,19251.70187
1375,6539.82044
1376,6471.31765
1377,2389.07278
1378,320.26686
1379,1972.72738
1380,1281.14506
1381,417.08514
1382,7086.257
1383,313.45231
1384,10027.98211
1385,904.09476
1386,6160.71176
1387,1302.92788
1388,8810.14881
1389,153.11184
1390,4314.72402
1391,667.96985
1392,4358.29196
1393,735.33682
1394,758.08279
1395,5183.74035
1396,2270.0328
1397,9079.62961
1398,5974.05802
1399,346.40919
1400,40929.43517
1401,817.95652
1402,13245.9814
1403,10779.568
1404,4884.30436
1405,100.87963
1406,906.61764
1407,1362.18576
1408,1258.619
1409,35104.85964
1410,2185.5416
1411,15999.28626
1412,8858.1322
1413,3628.94079
1414,615.55427
1415,85809.06932
1416,699.12588
1417,927.40396
1418,1786.05158
1419,2257.95819
1420,12280.12764
1421,10535.54284
1422,523.6043
1423,4242.18363
1424,132.2242
1425,13893.42724
1426,6643.77072
1427,7460.20905
1428,735.26052
1429,321.90263
1430,4381.76425
1431,19136.63603
1432,403.79184
1433,7860.36088
1434,1879.51048
1435,7037.61815
1436,4459.73118
1437,1832.29536
1438,858.94848
1439,10945.66791
1440,1255.52388
1441,11320.0231
1442,1160.8228
1443,6659.23863
1444,833.66838
1445,815.56797
1446,626.03818
1447,3787.86223
1448,4175.45394
1449,8311.7691
1450,296.62339
1451,4964.47695
1452,1489.64188
1453,6939.13371
1454,915.06061
1455,567.83157
1456,1840.81287
1457,5177.51471
1458,1504.06167
1459,348.0728
1460,1431.59958
1461,4630.99136
1462,423.52725
1463,6908.61124
1464,1283.60693
1465,13119.306
1466,1501.14319
1467,488.39558
1468,1150.88723
1469,1816.66845
1470,3288.3445
1471,1379.52703
1472,918.78102
1473,12910.23827
1474,1166.8049
1475,494.83471
1476,995.96985
1477,769.98876
1478,1465.16535
1479,25491.92241
1480,672.88699
1481,321.90263
1482,5185.35984
1483,429.71723
1484,429.56981
1485,4719.18224
1486,2008.10028
1487,12598.64031
1488,3076.461
1489,6462.43864
1490,4134.49446
1491,185.00361
1492,1298.73951
1493,459.11653
1494,6703.72021
1495,3536.62677
1496,596.24496
1497,11164.11709
1498,3858.9735
1499,2921.90315
1500,7174.42399
1501,647.22414
1502,62.84193
1503,7449.65423
1504,2134.72477
1505,1256.16643
1506,2659.48786
1507,459.93995
1508,11069.49838
1509,591.41919
1510,2371.89971
1511,1026.15467
1512,1054.98964
1513,960.43059
1514,3444.37043
1515,378.91163
1516,653.99317
1517,14286.89142
1518,163.78735
1519,263.72998
1520,492.90133
1521,1715.97195
1522,23006.10561
1523,5651.65094
1524,168.11305
1525,764.08221
1526,1259.8502
1527,57125.15013
1528,827.60313
1529,222.15329
1530,1244.18543
1531,477.10493
1532,2308.21492
1533,1662.03689
1534,1535.44574
1535,2044.33414
1536,508.11352
1537,2830.83029
1538,418.69653
1539,9979.71387
1540,730.44236
1541,338.35786
1542,5522.28221
1543,2003.33034
1544,3014.23258
1545,642.763
1546,2338.47624
1547,566.42088
1548,159.00002
1549,104816.37464
1550,276.89666
1551,60.40614
1552,723.94837
1553,8808.93007
1554,9035.19199
1555,19847.18759
1556,9675.97298
1557,716.64055
1558,2925.83736
1559,482.24087
1560,209.30452
1561,3413.73706
1562,4746.32278
1563,943.76116
1564,27162.78312
1565,1070.13952
1566,2130.02235
1567,1472.07968
1568,1827.82561
1569,104.3622
1570,4095.92854
1571,811.1684
1572,627.20985
1573,7620.87324
1574,13337.48395
1575,3277.36
1576,1566.2486
1577,1531.41006
1578,1010.96793
1579,10654.6399
1580,842.27313
1581,230905.26621
1582,8487.61753
1583,577.94924
1584,5967.14527
1585,411.8795
1586,110.79481
1587,2828.5017
1588,9295.7996
1589,1377.3552
1590,398.28021
1591,645.35931
1592,1375.63002
1593,16138.89594
1594,1222.96768
1595,332.56922
1596,485.54791
1597,59535.56216
1598,2141.99599
1599,1406.05988
1600,10381.26156
1601,1325.91862
1602,19943.14837
1603,1221.96437
1604,10255.48698
1605,16507.8845
1606,1112.69096
1607,1863.0881
1608,7880.57754
1609,1114.55988
1610,682.83388
1611,541.9226
1612,1069.63793
1613,676.27514
1614,1287.57897
1615,33029.81312
1616,30593.7293
1617,580.03118
1618,2624.98598
1619,6393.59854
1620,616.64471
1621,610.03849
1622,415.05432
1623,3021.4493
1624,2213.70727
1625,22754.78991
1626,2409.38009
1627,429.69505
1628,1149.92412
1629,22476.01842
1630,21372.22413
1631,1490.84451
1632,1451.41565
1633,1281.58541
1634,892.9578
1635,1218.01621
1636,12963.97344
1637,18780.88152
1638,2361.04149
1639,812.76642
1640,19032.70361
1641,1382.05732
1642,10772.48086
1643,6608.88512
1644,12667.22944
1645,3105.36999
1646,1117.45778
1647,599.39328
1648,12624.81141
1649,1305.19013
1650,4794.69361
1651,10002.50366
1652,5265.86692
1653,732.84949
1654,1221.68668
1655,1436.84732
1656,21486.90305
1657,507.31637
1658,17638.02474
1659,3783.1178
1660,1750.43385
1661,20953.15786
1662,428.15272
1663,6428.22286
1664,73232.62624
1665,2458.43166
1666,36627.31667
1667,7624.8446
1668,10937.04247
1669,678.38459
1670,956.10106
1671,2126.38882
1672,3463.57657
1673,3832.61872
1674,2730.05285
1675,116.76501
1676,1180.80355
1677,583.46276
1678,10378.73147
1679,1133.91238
1680,11068.6598
1681,1201.49423
1682,9214.5009
1683,1093.47191
1684,910.46115
1685,119150.55178
1686,1343.57245
1687,1569.94338
1688,5873.35603
1689,2616.88388
1690,729.31282
1691,528.63856
1692,6167.75055
1693,602.58072
1694,5809.57259
1695,7428.82591
1696,559.58665
1697,7120.13193
1698,3494.02798
1699,8133.11405
1700,3232.68188
1701,4105.59082
1702,3569.86181
1703,700.52548
1704,4738.61637
1705,3795.0619
1706,1675.83035
1707,13674.96573
1708,2516.62823
1709,1636.57028
1710,633.58658
1711,11644.08496
1712,1823.41981
1713,530.45287
1714,1414.9508
1715,544.24632
1716,249.19822
1717,240.31345
1718,9929.25744
1719,1314.45092
1720,899.13026
1721,2732.44739
1722,9409.96977
1723,2779.69804
1724,587.07739
1725,26873.22934
1726,8828.67304
1727,110830.58219
