,0
1728,1605.17467
1729,10672.40109
1730,4039.15334
1731,4385.32102
1732,20053.94597
1733,175.24636
1734,1685.96519
1735,4952.90209
1736,3005.88106
1737,13945.19009
1738,5713.33672
1739,347.69427
1740,25495.02938
1741,1099.76662
1742,1768.20691
1743,1269.2442
1744,378.20525
1745,923.49855
1746,26134.11019
1747,17419.73967
1748,3373.52398
1749,372.68343
1750,21179.0403
1751,23693.30706
1752,129.35473
1753,8349.80165
1754,3085.26606
1755,429.67429
1756,439.50483
1757,1322.70229
1758,1133.52214
1759,2153.01311
1760,328.30432
1761,3754.16568
1762,2685.01068
1763,5283.30733
1764,1090.2435
1765,12597.28477
1766,7477.47925
1767,275.43924
1768,15510.03554
1769,1060.9341
1770,6439.67747
1771,1519.67186
1772,1419.69085
1773,1315.93899
1774,12851.63091
1775,2090.80578
1776,5085.31549
1777,1325.40119
1778,396.18172
1779,4133.16914
1780,1462.28622
1781,289.28561
1782,14974.21244
1783,13989.78631
1784,7834.92104
1785,2088.48391
1786,1087.89923
1787,7907.09017
1788,4486.50257
1789,4542.77736
1790,778.5878
1791,706.59404
1792,326.12734
1793,416.85325
1794,3091.83462
1795,6456.67259
1796,3582.69984
1797,3330.87223
1798,2051.45627
1799,7167.23963
1800,15337.67547
1801,539.04389
1802,778.76007
1803,1117.17195
1804,2745.7974
1805,580.48097
1806,7785.48047
1807,5396.21545
1808,10639.25599
1809,427.71975
1810,1358.22141
1811,18957.68493
1812,112.8369
1813,8719.19554
1814,1232.17258
1815,1194.7058
1816,1285.2534
1817,74.84775
1818,1062.41393
1819,7926.47833
1820,1934.22243
1821,3554.82288
1822,1058.611
1823,1406.06142
1824,3566.51804
1825,2756.51164
1826,7559.96065
1827,4976.93671
1828,170.76646
1829,12906.25573
1830,12100.69743
1831,12271.74403
1832,10182.34449
1833,171.12617
1834,1836.08343
1835,565.48445
1836,1175.22121
1837,204.10686
1838,242.52037
1839,2110.69026
1840,2328.67596
1841,16333.36389
1842,4958.29688
1843,1434.98144
1844,9150.88743
1845,2064.48261
1846,730.23948
1847,345.00516
1848,2523.38905
1849,2055.97282
1850,12506.85001
1851,7066.05289
1852,529.56107
1853,45356.00637
1854,1570.04594
1855,1690.79797
1856,438.16945
1857,1608.23626
1858,1693.32366
1859,1784.54812
1860,2624.57963
1861,1706.15495
1862,1001.92712
1863,3325.95698
1864,2908.4297
1865,1522.86712
1866,555.93127
1867,7103.71827
1868,43092.88922
1869,448.19336
1870,34019.7135
1871,9336.10505
1872,450.0786
1873,20596.21707
1874,321.55133
1875,12231.77841
1876,8815.37387
1877,925.42201
1878,16577.28547
1879,10298.62479
1880,1570.85463
1881,2347.08306
1882,1636.17501
1883,15303.66251
1884,346.39873
1885,4141.24112
1886,1349.23727
1887,1600.99263
1888,594.40365
1889,1078.06155
1890,209.14429
1891,1599.87593
1892,1113.40465
1893,438.4801
1894,70.8058
1895,1583.66182
1896,6541.9893
1897,226.49888
1898,6000.87326
1899,10530.04967
1900,1513.80828
1901,127738.78039
1902,5665.85091
1903,5237.60978
1904,827.52317
1905,1422.14647
1906,94.57476
1907,4947.49416
1908,8800.73217
1909,1441.10841
1910,7004.78949
1911,1601.89817
1912,2434.14842
1913,2697.72607
1914,483.01453
1915,1524.45137
1916,563.58558
1917,1550.87158
1918,318.16151
1919,8054.38386
1920,9952.23796
1921,720.60773
1922,9318.10178
1923,1606.42383
1924,13119.24839
1925,10635.01647
1926,3432.48218
1927,1538.50102
1928,6832.17847
1929,565.09715
1930,2131.65186
1931,895.87296
1932,1340.77252
1933,815.34369
1934,16772.30247
1935,13874.78363
1936,7501.77496
1937,727.69948
1938,5721.04516
1939,1440.87108
1940,58343.0094
1941,56176.00094
1942,872.38686
1943,9552.79972
1944,1630.98612
1945,1200.67463
1946,8275.97674
1947,60318.01018
1948,977.21364
1949,1849.66848
1950,2114.60806
1951,17463.19099
1952,993.13181
1953,467.1763
1954,2116.03758
1955,6864.88781
1956,533.49624
1957,728.5649
1958,586.78901
1959,1472.99155
1960,6312.03948
1961,3709.40071
1962,2504.76917
1963,4625.07409
1964,663.05661
1965,285.5123
1966,579.41249
1967,3115.29059
1968,3076.83259
1969,13435.35569
1970,11888.99774
1971,875.66019
1972,315.81937
1973,13706.02098
1974,2076.25537
1975,1184.35343
1976,764.29323
1977,4902.25695
1978,1871.78061
1979,4889.06882
1980,3415.88166
1981,1194.67825
1982,12612.85459
1983,3592.13334
1984,271.43256
1985,885.12295
1986,1131.19534
1987,4809.88164
1988,3597.03909
1989,653.71499
1990,8318.6164
1991,666.87871
1992,459.47432
1993,1406.85825
1994,30952.10795
1995,49614.71754
1996,2841.53936
1997,38442.88558
1998,1027.05922
1999,872.78877
2000,1208.66091
2001,986.37144
2002,3985.95848
2003,598.3478
2004,5614.0331
2005,6284.87221
2006,493.65632
2007,10177.9406
2008,45461.10423
2009,9285.18081
2010,6556.68389
2011,1206.86674
2012,2337.32883
2013,2518.22583
2014,10337.97057
2015,1376.02202
2016,5013.6286
2017,11418.78901
2018,6167.82165
2019,386.64123
2020,1398.82043
2021,2586.21373
2022,10128.26663
2023,9079.3106
2024,646.2201
2025,385.22658
2026,9923.19783
2027,10130.83577
2028,843.49427
2029,16476.82943
2030,1177.29274
2031,1801.45567
2032,2974.59615
2033,36035.714
2034,221.30098
2035,1381.80317
2036,616.76456
2037,5195.3812
2038,2152.93274
2039,22635.50618
2040,572.26503
2041,1355.12608
2042,636.6573
2043,4666.7568
2044,2977.76093
2045,1414.40949
2046,60055.26694
2047,36339.62646
2048,304.10305
2049,16529.34026
2050,2616.18147
2051,5270.14712
2052,1387.95527
2053,483.42041
2054,11820.93592
2055,4464.95156
2056,371.23709
2057,12626.59967
2058,1007.31874
2059,4898.72463
2060,6321.95073
2061,343.40145
2062,536.16457
2063,894.21805
2064,4099.25104
2065,2195.09135
2066,3033.10594
2067,1408.97604
2068,1119.65306
2069,3928.23115
2070,16123.27461
2071,1323.83628
2072,317.7023
2073,13171.72741
2074,6146.86411
2075,491.59016
2076,476.48615
2077,3722.06415
2078,464.0489
2079,11040.11299
2080,6259.43329
2081,2176.67739
2082,15620.45348
2083,390.44631
2084,9089.60414
2085,18708.68351
2086,1517.15695
2087,10849.70759
2088,3070.6246
2089,3911.74047
2090,565.63503
2091,34361.88836
2092,410.82648
2093,16621.26311
2094,3240.60485
2095,1720.53839
2096,535.69207
2097,1134.18195
2098,4408.33381
2099,125.82363
2100,1549.87322
2101,1947.21189
2102,230905.26621
2103,5462.80616
2104,1316.90305
2105,709.93479
2106,302.87747
2107,404.7035
2108,387.50311
2109,26883.49928
2110,8715.46753
2111,12095.05217
2112,1993.33301
2113,445.1207
2114,8561.22922
2115,1015.56654
2116,1388.12367
2117,159.44301
2118,1622.41935
2119,2865.14368
2120,5639.70911
2121,3647.70398
2122,7952.6171
2123,10557.74126
2124,610.50216
2125,864.95802
2126,939.28553
2127,1597.71239
2128,1999.09075
2129,27924.5863
2130,690.20113
2131,11953.9597
2132,9662.21961
2133,15721.40086
2134,676.70483
2135,3234.15165
2136,4181.87943
2137,906.8043
2138,12868.05196
2139,706.22834
2140,1951.29432
2141,4927.60102
2142,87.12757
2143,34843.35613
2144,190.16505
2145,4506.3983
2146,1876.81526
2147,11523.29933
2148,292.34852
2149,469.87495
2150,1099.91999
2151,1544.64848
2152,968.51191
2153,15607.33878
2154,517.54573
2155,20303.18905
2156,1807.33274
2157,62800.57487
2158,5811.43546
2159,10082.48758
2160,503.96978
2161,611.16814
2162,1428.52444
2163,10656.5001
2164,31918.96675
2165,1612.78337
2166,9902.2303
2167,525.43191
2168,8343.19433
2169,2102.93067
2170,666.28259
2171,3791.44267
2172,36607.49591
2173,10366.75042
2174,269.61996
2175,24743.23381
2176,4840.42611
2177,438.88927
2178,657.27789
2179,1577.9619
2180,1141.93846
2181,1119.96044
2182,2286.55495
2183,177.94132
2184,1189.23987
2185,3127.63033
2186,3491.4701
2187,2003.7659
2188,1612.6426
2189,5511.73923
2190,139.67884
2191,4481.73428
2192,994.60278
2193,432.56361
2194,7846.86599
2195,6411.92565
2196,633.34002
2197,26530.91987
2198,264.63788
2199,124.83363
2200,869.4875
2201,5263.66455
2202,16847.53138
2203,6063.61713
2204,1503.62411
2205,8290.3234
2206,583.5028
2207,795.52458
2208,3005.55435
2209,865.21447
2210,10879.14757
2211,21949.90128
2212,1199.30176
2213,1608.43404
2214,2705.89425
2215,722.1653
2216,636.66849
2217,2044.33414
2218,16422.21336
2219,261.48806
2220,1036.93573
2221,9817.18534
2222,490.49812
2223,552.25763
2224,20308.78513
2225,3417.50977
2226,4099.78217
2227,1092.66661
2228,419.41061
2229,1241.2321
2230,12515.71029
2231,2397.36828
2232,926.70214
2233,28057.78351
2234,1009.42953
2235,8680.86235
2236,1194.78713
2237,25137.18927
2238,762.40703
2239,8810.93237
2240,2724.52061
2241,2900.81719
2242,764.49507
2243,519.96441
2244,1060.35474
2245,129914.59727
2246,12698.89594
2247,674.28071
2248,171.12128
2249,10388.50194
2250,1845.02265
2251,9166.5696
2252,6643.82543
2253,826.97275
2254,594.80907
2255,3144.01036
2256,6219.16966
2257,1796.20207
2258,1285.08478
2259,10067.75292
2260,1164.78187
2261,2604.36224
2262,34869.99287
2263,4153.66597
2264,879.59069
2265,11501.29306
2266,956.77366
2267,86.9294
2268,6872.74246
2269,387.99419
2270,938.03489
2271,18389.67487
2272,661.59892
2273,2238.15292
2274,912.22774
2275,1228.37619
2276,12131.98663
2277,34341.44592
2278,1088.69982
2279,3664.0047
2280,36042.59909
2281,8105.38078
2282,1154.38773
2283,6274.47483
2284,691.74273
2285,469.12903
2286,52400.45755
2287,2035.84257
2288,2468.01646
2289,842.69355
2290,9975.83574
2291,3895.38745
2292,454.71962
2293,898.12929
2294,10263.61999
2295,15467.97903
2296,393.00344
2297,22505.57708
2298,6840.27732
2299,246.17337
2300,5627.52682
2301,545.35682
2302,881.85733
2303,562.8772
2304,22941.05289
2305,260.27628
2306,1609.23423
2307,3059.59632
2308,5844.46621
2309,2107.84287
2310,4112.25645
2311,69083.91266
2312,12466.05028
2313,726.6045
2314,5819.49669
2315,17858.33922
2316,2787.12582
2317,2207.00666
2318,7584.83248
2319,393.79712
2320,1210.6877
2321,16968.55168
2322,43236.25259
2323,247.35492
2324,1409.58801
2325,4629.94659
2326,1439.85816
2327,67.94642
2328,478.63568
2329,3537.53552
2330,1417.36787
2331,5943.90599
2332,924.92833
2333,670.58182
2334,6685.96471
2335,5088.71696
2336,4427.90478
2337,766.49921
2338,115.8592
2339,6426.26106
2340,1113.4181
2341,4417.3724
2342,3532.21641
2343,2657.86483
2344,1168.90908
2345,1107.4209
2346,1506.40683
2347,18597.37371
2348,4488.78142
2349,57289.7787
2350,4212.0346
2351,17246.08496
2352,310.4816
2353,23839.48804
2354,9521.45371
2355,799.65227
2356,689.79961
2357,158.2135
2358,1313.12095
2359,4028.47733
2360,1762.0933
2361,782.6912
2362,4166.52835
2363,16145.01044
2364,465.81617
2365,2285.81069
2366,5207.9144
2367,142.11857
2368,290.7325
2369,1651.04494
2370,22763.48594
2371,4660.77336
2372,10826.08698
2373,3540.56445
2374,1866.27172
2375,3359.57405
2376,202078.69775
2377,21379.17114
2378,4733.09941
2379,1720.0728
2380,9120.09918
2381,44276.71424
2382,4075.35194
2383,802.11353
2384,1518.31928
2385,2192.43099
2386,10733.02501
2387,6433.53614
2388,8919.11317
2389,6299.49416
2390,1099.62475
2391,57125.15013
2392,12290.91883
2393,640.47313
2394,2199.42299
2395,176.57333
2396,566.75868
2397,608.76653
2398,9498.78476
2399,13553.09846
2400,23100.16255
2401,793.25858
2402,511.23637
2403,23875.08609
2404,7600.37145
2405,998.5819
2406,2432.03265
2407,146.72879
2408,4159.22672
2409,2726.45375
2410,25535.93117
2411,491.84904
2412,12903.06776
2413,1790.51747
2414,132.80553
2415,712.0945
2416,3932.69767
2417,416.16295
2418,735.83675
2419,542.03983
2420,16810.66849
2421,14935.90454
2422,2713.2395
2423,11894.11586
2424,405.62257
2425,227.64423
2426,1823.74717
2427,1033.39702
2428,54949.77465
2429,6223.86595
2430,22018.01716
2431,2678.42845
2432,227.43238
2433,869.079
2434,7835.86306
2435,2219.49347
2436,5391.14915
2437,2002.65738
2438,50902.42492
2439,3740.03356
2440,121.89192
2441,5241.49005
2442,9418.24914
2443,1358.31238
2444,3398.39116
2445,2640.27968
2446,207.5297
2447,2769.57779
2448,13336.42962
2449,3511.77741
2450,35170.86983
2451,241.97644
2452,1510.38325
2453,143.63678
2454,6729.11004
2455,179.17279
2456,586.17888
2457,955.0136
2458,643.6811
2459,1210.23517
2460,8685.12863
2461,27074.49993
2462,13967.99182
2463,1270.46626
2464,1447.82654
2465,1929.22758
2466,3458.17882
2467,2721.63693
2468,6468.1992
2469,31245.65264
2470,51470.04255
2471,1231.04885
2472,771.2774
2473,5213.00597
2474,13931.41678
2475,3234.27061
2476,6368.64598
2477,538.17871
2478,12242.70186
2479,39496.9299
2480,7124.27647
2481,1401.4515
2482,7713.76489
2483,1039.17589
2484,1749.58938
2485,1345.48196
2486,414.14412
2487,6380.66694
2488,1364.96297
2489,747.88915
2490,21566.03348
2491,259.37552
2492,508.16875
2493,956.98799
2494,16008.14225
2495,3051.11073
2496,5853.50509
2497,14374.24835
2498,83291.35694
2499,2164.24254
2500,1002.20163
2501,1068.06126
2502,4733.76464
2503,18920.19307
2504,362.47158
2505,11566.60006
2506,2197.42679
2507,12688.97251
2508,1223.04758
2509,3782.9392
2510,46132.87543
2511,8384.14105
2512,1568.31271
2513,12509.73406
2514,109.64239
2515,372.76876
2516,3726.76065
2517,5904.91662
2518,510.57108
2519,240.04816
2520,295.56682
2521,8091.67401
2522,1211.31728
2523,7016.08123
2524,2001.28687
2525,80.08923
2526,136.60394
2527,215.28193
2528,8478.44788
2529,7099.43369
2530,234.95686
2531,734.67144
2532,7750.75443
2533,2329.89715
2534,2243.18394
2535,3381.92766
2536,1099.83666
2537,5213.95619
2538,1502.89459
2539,7509.1916
2540,1049.5255
2541,857.25683
2542,214.89109
2543,19079.19368
2544,584.78714
2545,360.68628
2546,386.24494
2547,967.26961
2548,4366.11084
2549,36840.10812
2550,676.88131
2551,494.23417
2552,103.53419
2553,183.10475
2554,4351.73397
2555,222.16719
2556,16895.34213
2557,14169.74198
2558,1968.78816
2559,1134.14522
2560,7532.18017
2561,1246.43327
2562,2069.54585
2563,102.08051
2564,1271.83262
2565,734.86264
2566,19818.16093
2567,113.28602
2568,2591.01846
2569,1548.14951
2570,1207.37104
2571,84601.05784
2572,11967.4729
2573,1869.1488
2574,10510.43644
2575,244.86193
2576,970.00286
2577,15317.17791
2578,18154.4915
2579,8091.94942
2580,9143.16433
2581,1798.99977
2582,598.82001
2583,15376.23723
2584,39567.85351
2585,13925.88069
2586,13629.0684
2587,9403.54045
2588,160.85294
2589,1389.65776
2590,1975.18187
2591,3767.42038
2592,1348.27544
2593,353.12354
2594,7402.79517
2595,155.07899
2596,7928.06242
2597,29566.56533
2598,441.97326
2599,3478.94943
2600,519.48906
2601,2595.3918
2602,1816.91481
2603,3340.03135
2604,12992.75782
2605,5367.39734
2606,1309.07299
2607,2033.95465
2608,402.19144
2609,3675.84112
2610,5311.78768
2611,439.62307
2612,684.99312
2613,588.87402
2614,6842.33922
2615,1775.63772
2616,660.28688
2617,252.78842
2618,6111.17816
2619,586.22393
2620,310.48484
2621,15072.85345
2622,2864.96595
2623,4768.1978
2624,976.01
2625,137.55235
2626,6197.68719
2627,16442.02323
2628,10008.35895
2629,1806.22382
2630,38600.05344
2631,382.9956
2632,11946.10044
2633,1085.82284
2634,4392.3974
2635,4394.67188
2636,10561.28899
2637,1578.7686
2638,5321.3376
2639,438.22863
2640,1846.75244
2641,8665.08348
2642,17440.44645
2643,19648.5358
2644,5577.22593
2645,2063.77892
2646,660.88887
2647,7531.95689
2648,324.35968
2649,425.55164
2650,1807.6463
2651,1133.26206
2652,1253.45162
2653,9123.3892
2654,28168.62721
2655,2164.71071
2656,1071.26279
2657,8606.78427
2658,978.46226
2659,548.6947
2660,12089.10426
2661,9409.33955
2662,5913.64967
2663,2695.68455
2664,419.05526
2665,6156.84047
2666,806.48612
2667,11599.47526
2668,2464.31361
2669,2884.32943
2670,1729.15711
2671,472.8596
2672,3059.04376
2673,52015.14097
2674,3693.47991
2675,1152.18255
2676,7983.76695
2677,251.03223
2678,11350.82649
2679,7150.07753
2680,2706.08291
2681,98276.51793
2682,646.01578
2683,830.70386
2684,680.8728
2685,186.32108
2686,21196.34812
2687,966.68833
2688,25836.45212
2689,1040.19185
2690,738.0084
2691,11021.76406
2692,416.91024
2693,826.99772
2694,2656.52716
2695,966.44318
2696,7037.9311
2697,2820.64466
2698,5558.82138
2699,1530.38221
2700,2484.09696
2701,28431.809
2702,11611.9885
2703,1152.04466
2704,269.18175
2705,3293.80987
2706,577.46337
2707,4419.1309
2708,831.68812
2709,7875.63848
2710,3404.57019
2711,6978.88818
2712,4117.90418
2713,484.30442
2714,995.18828
2715,7159.8109
2716,6634.40015
2717,1161.9679
2718,20382.16696
2719,706.7306
2720,500.62934
2721,1401.69695
2722,731.58248
2723,597.55275
2724,2423.60921
2725,3150.88561
2726,681.38545
2727,518.6641
2728,6915.98056
2729,400.85719
2730,33205.76817
2731,83.75446
2732,2846.79499
2733,442.16984
2734,466.26467
2735,9688.91612
2736,57073.86736
2737,3137.53076
2738,218.38421
2739,14250.31057
2740,484.92244
2741,493.81597
2742,8094.31308
2743,22142.87035
2744,3202.13413
2745,8104.1839
2746,11911.92894
2747,2570.17053
2748,1086.70721
2749,781.17075
2750,9064.02153
2751,3585.41509
2752,1230.90694
2753,2203.00595
2754,2614.18875
2755,455.98326
2756,1511.56362
2757,988.73791
2758,3983.07328
2759,3804.30891
2760,6709.01811
2761,28619.25758
2762,2292.25218
2763,4713.72414
2764,1625.76282
2765,939.34741
2766,1605.74492
2767,445.24485
2768,107.6502
2769,23644.37281
2770,1525.91328
2771,304.26754
2772,204.49167
2773,920.11054
2774,9408.05859
2775,1719.98781
2776,479.55623
2777,14137.79126
2778,4869.71268
2779,1171.65496
2780,7527.30244
2781,11025.6372
2782,2471.97455
2783,17002.92293
2784,10871.94721
2785,18346.31521
2786,2201.647
2787,6348.58467
2788,1417.50171
2789,1165.9744
2790,58691.43318
2791,11405.9705
2792,12754.3699
2793,9148.50653
2794,691.0174
2795,6507.93466
2796,901.56603
2797,5558.99838
2798,805.79485
2799,73776.8993
2800,503.23466
2801,253.09516
2802,655.66803
2803,1481.60196
2804,1178.35575
2805,1125.79067
2806,872.89035
2807,907.90016
2808,11180.6773
2809,47431.39762
2810,8718.31484
2811,15262.75211
2812,2390.11569
2813,6898.46947
2814,18718.03216
2815,7030.39325
2816,12156.74787
2817,118.1522
2818,641.28972
2819,6090.96813
2820,330.33766
2821,37875.35768
2822,152.39719
2823,1376.80182
2824,3401.91906
2825,15482.35349
2826,20323.99819
2827,655.2294
2828,2745.01216
2829,14690.53077
2830,1155.13198
2831,2613.27903
2832,1799.98963
2833,972.02478
2834,253.52681
2835,18501.87441
2836,46548.81918
2837,793.428
2838,2844.78278
2839,16472.94035
2840,6803.59789
2841,2062.03262
2842,6208.13455
2843,491.07632
2844,16072.05377
2845,65803.02938
2846,3277.64609
2847,1442.94502
2848,24228.70893
2849,5067.00129
2850,17518.59526
2851,727.71067
2852,3877.62943
2853,1352.30133
2854,3471.34501
2855,4719.83774
2856,4512.07952
2857,59564.46163
2858,7972.99662
2859,560.44963
2860,1394.04444
2861,10792.87933
2862,1070.39099
2863,33030.28457
2864,8200.42273
2865,770.53213
2866,18994.66713
2867,549.36171
2868,3011.77297
2869,256.10746
2870,1024.61847
2871,569.75881
2872,5561.306
2873,43726.73699
2874,3520.29358
2875,694.14807
2876,8026.23165
2877,1554.33893
2878,8943.73194
2879,193.28096
2880,79.481
2881,2024.6635
2882,2619.4797
2883,6740.70854
2884,558.583
2885,1244.27696
2886,8468.57215
2887,1250.82645
2888,42806.13001
2889,1638.57234
2890,981.34727
2891,1922.52769
2892,2007.45878
2893,911.03212
2894,2683.24245
2895,1416.79141
2896,18240.38547
2897,8536.67444
2898,664.6671
2899,4652.85335
2900,9027.61609
2901,603.42188
2902,6812.49308
2903,7718.52615
2904,10233.91284
2905,7177.82776
2906,9719.14858
2907,596.22859
2908,261.40926
2909,22168.60734
2910,11210.12912
2911,5607.5308
2912,8150.51006
2913,9530.5741
2914,10833.57812
2915,928.53235
2916,4052.37518
2917,522.31696
2918,102.94363
2919,34980.58409
2920,1416.60319
2921,3481.11972
2922,9955.01384
2923,1385.7793
2924,9505.54533
2925,5318.13098
2926,1069.73365
2927,87.71885
2928,227.49419
2929,2751.67646
2930,814.38816
2931,31586.72259
2932,6984.57992
2933,893.63652
2934,2553.79219
2935,1573.11393
2936,1588.46207
2937,358.75159
2938,525.57875
2939,72656.62093
2940,10209.09927
2941,3155.01727
2942,15013.26146
2943,336.63256
2944,6316.23027
2945,1326.53603
2946,10470.38829
2947,49569.85054
2948,643.62492
2949,26491.85641
2950,3934.82915
2951,2009.8958
2952,2394.69282
2953,32725.11143
2954,353.72462
2955,604.71387
2956,203.84159
2957,7075.38832
2958,1004.27027
2959,1070.1783
2960,10588.81858
2961,54944.34498
2962,9378.86589
2963,60112.00054
2964,127.64618
2965,1505.98513
2966,9258.9156
2967,23570.37154
2968,14053.05939
2969,228.04299
2970,1161.07009
2971,3858.9735
2972,863.52897
2973,826.63323
2974,1720.24561
2975,1910.11705
2976,55753.43251
2977,4894.21406
2978,8533.73654
2979,2893.07055
2980,4398.48541
2981,572.93396
2982,2192.78969
2983,958.2639
2984,8303.49596
2985,5356.21197
2986,3040.65995
2987,832.41166
2988,4349.83512
2989,3176.35333
2990,767.78665
2991,1469.6153
2992,8505.93522
2993,2015.19353
2994,2155.91678
2995,2133.16317
2996,1183.90488
2997,4940.69779
2998,111.66275
2999,27902.30535
3000,8752.93958
3001,207.49028
3002,492.20235
3003,7794.57244
3004,435.41069
3005,2989.12759
3006,2162.59999
3007,3253.80355
3008,786.83998
3009,13255.10333
3010,500.45183
3011,3258.79464
3012,7576.61737
3013,1195.35988
3014,1179.29153
3015,22570.53487
3016,46135.56006
3017,2625.4486
3018,4951.40685
3019,5168.1775
3020,7587.38123
3021,2906.34201
3022,585.68866
3023,2457.15929
3024,1092.79079
3025,7822.04092
3026,3411.73988
3027,3197.96359
3028,12071.901
3029,703.93492
3030,723.8065
3031,190.16505
3032,184.65274
3033,520.85148
3034,1391.48686
3035,1374.12574
3036,584.78714
3037,2568.70495
3038,10881.96692
3039,763.28354
3040,2165.89347
3041,456.91166
3042,16074.33033
3043,473.49368
3044,360.90039
3045,748.76706
3046,1047.58331
3047,54261.50374
3048,3151.23677
3049,1032.38373
3050,13448.13652
3051,549.47512
3052,462.83252
3053,4236.43522
3054,3410.38412
3055,106.49862
3056,5278.50351
3057,9933.47737
3058,8448.28935
3059,8242.78172
3060,180.29001
3061,1111.92828
3062,2738.56396
3063,6026.23062
3064,13110.623
3065,4096.85281
3066,7165.73674
3067,769.07836
3068,2074.4131
3069,605.6255
3070,10769.59528
3071,39742.22923
3072,944.1296
3073,569.15796
3074,1204.68166
3075,1975.78702
3076,277.42419
3077,1528.51487
3078,10431.92436
3079,5298.31801
3080,589.26111
3081,3976.01674
3082,463.52084
3083,5899.99781
3084,1149.62872
3085,2691.00629
3086,12477.44323
3087,793.54605
3088,200.39925
3089,795.25342
3090,439.78142
3091,1296.11625
3092,1075.78008
3093,828.22126
3094,3918.37531
3095,16892.20741
3096,789.67614
3097,1192.31493
3098,965.57558
3099,307.54444
3100,823.83031
3101,425.72361
3102,5631.08075
3103,700.76896
3104,753.80418
3105,626.82502
3106,187.04483
3107,167.86368
3108,7391.59519
3109,110355.68337
3110,612.46058
3111,423.80635
3112,9336.10505
3113,13296.00356
3114,1656.15489
3115,410.63888
3116,1348.10373
3117,35376.98656
3118,1655.11147
3119,13013.88793
3120,8281.12595
3121,11166.61795
3122,1576.43022
3123,762.4246
3124,3096.69796
3125,42617.51544
3126,8454.38579
3127,24370.53925
3128,1647.74807
3129,5012.05173
3130,682.96022
3131,12498.53119
3132,1530.29148
3133,3070.84881
3134,27773.32232
3135,8677.39845
3136,1114.12003
3137,726.99313
3138,23103.07949
3139,1291.99304
3140,2158.09562
3141,10933.83669
3142,10866.46953
3143,759.031
3144,6634.36373
3145,10958.17365
3146,33478.49823
3147,480.92031
3148,7854.89115
3149,540.95509
3150,5185.16343
3151,1021.46998
3152,14401.62515
3153,1542.19299
3154,32654.47595
3155,717.63896
3156,438.43509
3157,2557.79517
3158,372.62983
3159,9594.072
3160,9083.61811
3161,24370.53925
3162,991.39738
3163,208.90515
3164,719.29159
3165,3681.37247
3166,880.10994
3167,189.77448
3168,10772.48086
3169,2339.94149
3170,4137.54159
3171,1946.92864
3172,20954.28517
3173,1019.2512
3174,6592.2493
3175,1391.81232
3176,9456.84766
3177,8748.49111
3178,1674.81682
3179,152.76257
3180,6937.17974
3181,16822.63315
3182,861.7105
3183,10990.70721
3184,2881.87456
3185,1964.02534
3186,5572.99003
3187,22292.77237
3188,8865.34199
3189,476.38807
3190,3219.08814
3191,7961.07819
3192,1015.19195
3193,20957.04619
3194,501.26461
3195,413.07239
3196,213.14576
3197,2076.53123
3198,365.36222
3199,1519.3949
3200,1344.02245
3201,417.85198
3202,573.85186
3203,2074.62493
3204,17255.46057
3205,19378.96719
3206,1424.74554
3207,4126.70522
3208,69.998
3209,3960.07977
3210,151.14699
3211,268.18508
3212,4227.00566
3213,14258.80901
3214,5436.03721
3215,15566.18057
3216,1048.17756
3217,820.83048
3218,1458.82879
3219,265.01108
3220,3940.54038
3221,1435.61653
3222,4146.0591
3223,769.20377
3224,1277.53648
3225,561.71159
3226,1307.27544
3227,1692.75391
3228,1895.96312
3229,1162.65001
3230,623.2862
3231,10995.77666
3232,2747.42586
3233,2878.47034
3234,427.43925
3235,5294.82585
3236,478.46334
3237,2779.87659
3238,10816.5225
3239,4657.48152
3240,331.96709
3241,97.39846
3242,7834.24148
3243,1322.7829
3244,2403.10809
3245,84.89652
3246,380.51945
3247,24436.26468
3248,98576.62324
3249,3595.75577
3250,487.85615
3251,5872.46618
3252,1179.68975
3253,126998.99868
3254,69.55236
3255,1942.23469
3256,5801.1047
3257,3155.01727
3258,7947.74197
3259,1001.31622
3260,913.18726
3261,13759.01914
3262,1302.27928
3263,2272.84223
3264,2568.14094
3265,656.5249
3266,17309.71164
3267,15273.09521
3268,5416.55508
3269,7512.43249
3270,2265.44022
3271,495.64381
3272,43079.07569
3273,16039.00073
3274,6655.29521
3275,686.38327
3276,2771.18841
3277,8218.34619
3278,621.89034
3279,2043.93577
3280,7375.56388
3281,1716.38272
3282,911.8362
3283,171.79514
3284,1227.15082
3285,1438.62321
3286,786.4211
3287,39951.09108
3288,8096.89967
3289,143.86793
3290,1476.29045
3291,1477.46851
3292,1686.26417
3293,5822.93529
3294,5539.25802
3295,880.53764
3296,2605.07577
3297,24404.5722
3298,1179.26952
3299,29204.66267
3300,6341.68068
3301,2695.44926
3302,2171.97318
3303,1101.29033
3304,935.6218
3305,6849.27687
3306,1658.33111
3307,874.21778
3308,511.99218
3309,4268.69414
3310,151.98287
3311,499.82307
3312,1484.70414
3313,12159.65799
3314,1985.23419
3315,1408.08061
3316,3392.99999
3317,9956.96507
3318,5858.61671
3319,4527.01098
3320,673.55853
3321,549.44435
3322,2227.67827
3323,1089.25041
3324,10978.38131
3325,2040.18138
3326,8673.87402
3327,39894.32675
3328,468.50902
3329,61067.47928
3330,2092.47881
3331,44264.80541
3332,4924.77765
3333,1152.84182
3334,396.51941
3335,13342.1855
